sample_id,split,gloss,text,frames,start,end
07_0792,train,انا منزل جانب هذا ولد كريم طيب,جارنا رجل طيب و كريم,330,1492493,1492823
07_0793,train,سبب جميع تعب اعاقه سبب,لماذا الجميع متعبين و منهكين,456,1492823,1493279
07_0794,train,مشاركه مع اخ بنت تكنيس نظيف منزل,اشارك اختي في تنظيف المنزل,549,1493279,1493828
07_0795,train,سياحه ترفيه ممنوع الان,التجول ممنوع الان,425,1493828,1494253
07_0796,train,بعد اكل وجوب صحن غسل نظيف,بعد اكل الطعام انظف صحني,521,1494253,1494774
07_0797,train,بعد غدا سفر اخ سوال وصول ابها,بعد غد يصل اخي الى ابها,585,1494774,1495359
07_0798,train,رغبه تذكره كاس عالم,اريد تذكره لكاس العالم,472,1495359,1495831
07_0799,train,اختيار اسود صباح,نقطف اشجار الزيتون في الصباح,503,1495831,1496334
07_0800,train,اب انا رئيس جمعيه صم السعوديه,ابي رئيس جمعيه الصم في السعوديه,399,1496334,1496733
07_0801,train,انا مشاهده منزل جميل لون رمادي اصفر,رايت بيت جميل لونه رمادي و اصفر,462,1496733,1497195
07_0802,train,استفهام سمع جرس,هل تسمع صوت الجرس,303,1497195,1497498
07_0803,train,مدرسه هو قدره اختبار,طالب المدرسه نجح في الامتحان,322,1497498,1497820
07_0804,train,رقم هو اخ,كم لديك اخوه,322,1497820,1498142
07_0805,train,رقم حفل مدرسه اشخاص رقم اثنان ثلاث_اصفار,عدد حضور حفل المدرسه الفين,492,1498142,1498634
07_0806,train,انا اكل خفيف اكل,اتناول الطعام بهدوء,354,1498634,1498988
07_0807,train,رقم سجن قضبان,كم عدد المساجين في هذا السجن,388,1498988,1499376
07_0808,train,ذهاب حج ماضي سن ثلاث_سنوات مع اب,سافرت للحج قبل ثلاث سنوات مع ابي,618,1499376,1499994
07_0809,train,كل_يوم قبل صباح قراءه قران كتاب,كل يوم قبل صلاه الفجر اقرا القران,486,1499994,1500480
07_0810,train,انا حب صديق صم,انا احب صديقي الاصم,433,1500480,1500913
07_0811,train,رقم نسبه فاضي عمل لا_يوجد مجتمع,كم نسبه البطاله في المجتمع,452,1500913,1501365
07_0812,train,انا مشاهده فيلم سينما طويل,شاهدت فيلم طويل جدا,459,1501365,1501824
07_0813,train,شخص هو طير هو قبيح,هذا الطائر قبيح,365,1501824,1502189
07_0814,train,وجوب كلام صدق مستمر,يجب ان تقول الصدق دائما,405,1502189,1502594
07_0815,train,انا ام استيقاظ صباح قبل سبب خلط اكل,امي تستيقظ قبل صلاه الفجر لتعد الفطور,499,1502594,1503093
07_0816,train,لا هو فاضي,لا تكن شخص كسول,420,1503093,1503513
07_0817,train,انا نوم ليل وقت تسع ليل,انام ليلا الساعه التاسعه,364,1503513,1503877
07_0818,train,انا حب لون ذهبي كره لون فضي,احب اللون الذهبي و اكره اللون الفضي,416,1503877,1504293
07_0819,train,انا اسم ع ل ي هو اسم سوال,اسمي علي ما اسمك,358,1504293,1504651
07_0820,train,انا مدرسه قراءه قران كتاب,انا اقرا القران,364,1504651,1505015
07_0821,train,انا اخ بنت حب لون بنفسجي ام حب لون رمادي,اختي تحب اللون البنفسجي و امي تحب اللون الرمادي,497,1505015,1505512
07_0822,train,انا حب صلاه قراءه مدرسه,احب الصلاه و قراءه القران,403,1505512,1505915
07_0823,train,اكل خلط مستشفى فائده,الطعام الصحي مفيد,373,1505915,1506288
07_0824,train,اخ بنت ابن طفل جميل,ابنه اختي الصغيره جميله,361,1506288,1506649
07_0825,train,انا اخ طياره سوال فرنسا الان صيف,انا و اخي سنسافر لفرنسا هذا الصيف,541,1506649,1507190
07_0826,train,حقيبه_يد حقيبه_ظهر مدرسه ثقيل,حقيبه المدرسه ثقيله جدا,332,1507190,1507522
07_0827,train,انا اخ معرفه سياره بنت,اختي تتعلم قياده السياره,467,1507522,1507989
07_0828,train,انا مساعده جد ري حديقه,اساعد جدتي وهي تسقي الزرع,419,1507989,1508408
07_0829,train,مساعده جد ولد مشي مساعده,اساعد جدي في المشي,373,1508408,1508781
07_0830,train,لا انا صديق لا_يوجد مدرسه,ليس لدي اصدقاء في المدرسه,451,1508781,1509232
07_0831,train,كيفيه معرفه لغه اشاره,كيف اتعلم لغه الاشاره,295,1509232,1509527
07_0832,train,وجوب وضوء قبل الصلاه,يجب ان تتوضا قبل الصلاه,363,1509527,1509890
07_0833,train,انا ولد_عم مع ذهاب صيد سمكه,انا وابن عمي سنذهب لصيد السمك,494,1509890,1510384
07_0834,train,انا انف منزل جار,انا احترم جاري,346,1510384,1510730
07_0835,train,انا زياره اقارب غدا,سوف ازور اقاربي غدا,369,1510730,1511099
07_0836,train,خال بنت هو مدير مدرسه,خالتي تعمل مديره مدرسه,397,1511099,1511496
07_0837,train,انا حب اكل منزل,احب ان اكل في المنزل,415,1511496,1511911
07_0838,train,انا حفظ قران مدرسه سوال مدرسه موقع,انا احفظ القران في المدرسه,401,1511911,1512312
07_0839,train,انا مدرسه مركز معرفه مركز لغه انجليزيه,انا ادرس في معهد اللغه الانجليزيه,476,1512312,1512788
07_0840,train,انا رغبه مساعده معرفه مدرسه,احتاج مساعده في مذاكره دروسي,408,1512788,1513196
07_0841,train,انا ذهاب مركز لغه انجليزيه كل_يوم,انا اذهب لمعهد اللغه الانجليزيه كل يوم,426,1513196,1513622
07_0842,train,انا ذهاب منزل صديق بنت يوم السبت,سوف اذهب لمنزل صديقتي يوم السبت,559,1513622,1514181
07_0843,train,لا اكل قبل نوم,لا تاكل قبل النوم,371,1514181,1514552
07_0844,train,انا حب سوال سمع موسيقى صباح,احب ان استمع للموسيقى في الصباح,497,1514552,1515049
07_0845,train,جد ولد ذهاب سوال صلاه الجمعه,جدي ذهب لصلاه الجمعه,470,1515049,1515519
07_0846,train,انا ابن مشي سوال بحر,انا و ابني نمشي على الشاطئ,312,1515519,1515831
07_0847,train,انا رغبه جديله صبغ لون سوال ذهبي,اريد ان اصبغ شعري للون الاشقر,501,1515831,1516332
07_0848,train,ولد اخ وفاه اسبوع_ماضي الله رحمه,اخي مات قبل اسبوع الله يرحمه,365,1516332,1516697
07_0849,train,انا سياحه مدرسه سوال منقط قديم,لدينا رحله مدرسيه للمتحف,374,1516697,1517071
07_0850,train,تاريخ سوال يوم اجازه السعوديه علم يوم,متى عطله اليوم الوطني السعودي,414,1517071,1517485
07_0851,train,انا رغبه شراء حفيد ترفيه تقديم,اريد ان اشتري لعبه لحفيدي,399,1517485,1517884
07_0852,train,جد انسحاب مستشفى الان,جدي يخرج من المستشفى اليوم,421,1517884,1518305
07_0853,train,لا رغبه حب اقارب خال بنت ابن هو كذب,لا احب ابن خالتي كذاب,523,1518305,1518828
07_0854,train,استفهام هو ابن بنت ذهاب مدرسه,هل تذهب ابنتك للمدرسه,319,1518828,1519147
07_0855,train,عمر بنت اخ طفل عمر سنه نصف,عمر اختي الصغيره سنه و نصف,389,1519147,1519536
07_0856,train,تاريخ سوال مدرسه انسحاب,متي تنتهي من المدرسه,310,1519536,1519846
07_0857,train,وجوب ان دواء صباح,يجب ان تاخذ الدواء صباحا,439,1519846,1520285
07_0858,train,باص مدرسه وقت وصول منزل سبعه صباح,حافله المدرسه تاتي الساعه السابعه صباحا,451,1520285,1520736
07_0859,train,جد بنت مدرسه قراءه جهل,جدتي لا تعرف القراءه,404,1520736,1521140
07_0860,train,انا رغبه شراء غتره عقال سبب عيد اجازه,اريد ان اشتري غتره وعقال للعيد,427,1521140,1521567
07_0861,train,سياره غسل صباح,غسلت سيارتي في الصباح,299,1521567,1521866
07_0862,train,منزل امام هنا بحر,بيتي امام البحر,423,1521866,1522289
07_0863,train,انا شرب اضافه جسم كل_يوم صباح,اشرب البروتين كل يوم في الصباح,491,1522289,1522780
07_0864,train,مدرسه سباحه معرفه ممتاز,درس السباحه ممتع,381,1522780,1523161
07_0865,train,جبل صعود ثقيل,صعود الجبل متعب,334,1523161,1523495
07_0866,train,الاثنين يوم ماضي ذهاب مستشفى,يوم الاثنين الماضي ذهبت للمستشفي,391,1523495,1523886
07_0867,train,عيد اجازه ذبح,عيد اضحى مبارك,172,1523886,1524058
07_0868,train,اب انا بناء مسجد كبير,ابي يبني مسجدا كبيرا,324,1524058,1524382
07_0869,train,طفل هو معرفه سباحه,الطفل يتعلم السباحه,347,1524382,1524729
07_0870,train,صلاه مسجد داخل قدره,الصلاه في المسجد افضل,356,1524729,1525085
07_0871,train,استفهام د قول سوال,ماذا قال لك الطبيب,288,1525085,1525373
07_0872,train,ابن اكل مستشفى لا,الولد ياكل طعام غير صحي,383,1525373,1525756
07_0873,train,استفهام كتابه هذا هو,هل القلم هذا لك,352,1525756,1526108
07_0874,train,كتاب هذا كسل امتلاء,هذا الكتاب ممل,377,1526108,1526485
07_0875,train,انا مترجم لغه سرعه معرفه لا,لا افهم المترجم سريع جدا,349,1526485,1526834
07_0876,train,نوم داخل طياره داخل نوم سعيد لا,النوم بالطائره غير مريح,390,1526834,1527224
07_0877,train,انا مشاهده غدا ان_شاء_لله,اراك غدا ان شاء الله,254,1527224,1527478
07_0878,train,طفل بكاء زياده,يبكي الطفل كثيرا,197,1527478,1527675
07_0879,train,انا لقاء قدره,تشرفت بمعرفتك,212,1527675,1527887
07_0880,train,عمر جد بنت سن مئه,عمر جدتي مئه سنه,533,1527887,1528420
07_0881,train,هو حب ايس_كريم صح,انت تحب الايسكريم,341,1528420,1528761
07_0882,train,انا حب اكل طعم فلفل مع رز رغبه لا,لا احب الفلفل في الاكل,487,1528761,1529248
07_0883,train,استفهام هو سوال سعيد هو اب هو سعيد قدره,كيف حالك و حال والدك,286,1529248,1529534
07_0884,train,ذهاب استفهام ذهاب جد بنت زياره ذهاب هو,سنذهب لزياره جدتي,379,1529534,1529913
07_0885,train,نعم اخ صم,نعم اخي اصم,306,1529913,1530219
07_0886,train,استفهام هو اخ صم هو,هل اخوك اصم,298,1530219,1530517
07_0887,train,استفهام هو ابن هو,هل لديك ابناء,336,1530517,1530853
07_0888,train,زوج انا ملابس كوي عمل هو لون بني,زوجتي تقوم بكي قميص العمل البني,607,1530853,1531460
07_0889,train,ملابس تعليق,اضع ملابسي في الخزانه,352,1531460,1531812
07_0890,train,انا رغبه شراء فيلا مع زهره كبير,اريد شراء منزل به حديقه كبيره,368,1531812,1532180
07_0891,train,ماضي انا سمع الم,امس كنت اعاني من الام شديده في الاذن,379,1532180,1532559
07_0892,train,وصول سرير خوف غدا,سيصل السرير الجديد غدا,444,1532559,1533003
07_0893,train,شوربه هو طبخ جد بنت طعم لذيذ,شوربه جدتي لذيذه,338,1533003,1533341
07_0894,train,طاوله كسر,هذه الطاوله مكسوره,233,1533341,1533574
07_0895,train,انا رغبه د سمع,اريد طبيب اذن,314,1533574,1533888
07_0896,train,غيوم شمس ابها شمس,الطقس في ابها مشمس اليوم,407,1533888,1534295
07_0897,train,زوج ولد هو اخذ سوال مدرسه,زوجي ياخذ الاطفال من المدرسه,440,1534295,1534735
07_0898,train,رغبه شراء تيشيرت تنوره لون ابيض,اريد شراء بلوزه لونها ابيض,527,1534735,1535262
07_0899,train,انا اخ بنت كبير رغبه خياطه,اختي الكبيره تحب الخياطه,367,1535262,1535629
07_0900,train,جد اب انا عمل خبز,جدي و ابي يعملون خباز,356,1535629,1535985
07_0901,train,هو مشي نادل وصول سوال باص,ياتي النادل الى هنا بالحافله,405,1535985,1536390
07_0902,train,انا اب مع طياره فرنسا صيف الان,انا و ابي سنسافر لفرنسا هذا الصيف,509,1536390,1536899
07_0903,train,لا الان لون ملابس تيشيرت لون بني لا,لم يعجبني القميص البني,360,1536899,1537259
07_0904,train,فستان طويل,الفستان هذا طويل جدا,341,1537259,1537600
07_0905,train,مباراه عالم الان مشاهده كسل امتلاء,مباراه كاس العالم اليوم ممله,459,1537600,1538059
07_0906,train,يوم الخميس مع مستشفى اب ذهاب مستشفى,يوم الخميس اذهب مع ابي الى المستشفى,400,1538059,1538459
07_0907,train,خلط ام طعم لذيذ,طبخ امي لذيذ,283,1538459,1538742
07_0908,train,لا خوف قط,لا تخاف من القطه,408,1538742,1539150
07_0909,train,طفل ضرب هو كلب,الطفل ضرب الكلب,331,1539150,1539481
07_0910,train,اخ ابن صغير,ابن اخي قصير,361,1539481,1539842
07_0911,train,جد ولد مستمر صدقه فقير متسول,جدي دائما يتصدق للفقراء و المساكين,487,1539842,1540329
07_0912,train,انا اخ بنت معلم اطفال,اختي معلمه اطفال,329,1540329,1540658
07_0913,train,انا اخ كل_يوم الاربعاء ذهاب قراءه_شفاه معرفه,اخي يذهب كل اربعاء الى اخصائيه تدريب نطق,586,1540658,1541244
07_0914,train,ابن انا ابتسامه سعيد سبب ذهاب مشاهده مباراه كره_قدم,ابني سعيد لانه ذهب لمشاهده مباراه كره القدم,440,1541244,1541684
07_0915,train,انا اخ بنت هو معلم صم,اختي معلمه للصم,430,1541684,1542114
07_0916,train,اسره ام اب اخ ولد ثلاث,اسرتي تتكون من امي وابي و اخواني الثلاث,388,1542114,1542502
07_0917,train,وجوب ان الصلاه خمس وقت اتقان,يجب ان تصلي الصلوات الخمس,199,1542502,1542701
07_0918,train,انا حب ام اب اخ بنت طفل,احب ابي وامي و اختي الصغيره,445,1542701,1543146
07_0919,train,شهر قريب ترفيه حفل زوج اخ,الشهر القادم حفله زواج اخي,392,1543146,1543538
07_0920,train,حمايه السعوديه حمايه شعب السعوديه,الامن السعودي يحمي الوطن,377,1543538,1543915
07_0921,train,شهر قريب ام وصول منطقه الرياض,الشهر القادم امي تصل الي الرياض,369,1543915,1544284
07_0922,train,اخ ولد لون فضي اصفر بني,اخي يحب اللون الفضي والاصفر والبني,498,1544284,1544782
07_0923,train,اخ رغبه موسيقى,اخي يحب الموسيقى,365,1544782,1545147
07_0924,train,ممنوع دخان داخل مدرسه,ممنوع التدخين في المدرسه,354,1545147,1545501
07_0925,train,عم ولد طيب كريم,عمي رجل طيب وكريم,277,1545501,1545778
07_0926,train,سياحه تعب,الرحله كانت متعبه,270,1545778,1546048
07_0927,train,رحمه جميل رحمه,الرحمه صفه جميله,331,1546048,1546379
07_0928,train,مطر ضباب سبب حادث,المطر والضباب يسبب حوادث السير,344,1546379,1546723
07_0929,train,طريق ذهاب وصول سوال طياره خطر,الطريق الى المطار خطير,412,1546723,1547135
07_0930,train,شخص هو عامل هو صبغ مسجد لون ابيض,العامل يصبغ المسجد باللون الابيض,524,1547135,1547659
07_0931,train,قرد قفز شجر,القرد فوق الشجره,324,1547659,1547983
07_0932,train,قلم تحت خزانه تعليق ملابس,القلم تحت خزانه الملابس,448,1547983,1548431
07_0933,train,استفهام لون دم ال د م,ما هو لون الدم,361,1548431,1548792
07_0934,train,جد ولد ري حديقه,جدي يسقي الزرع,364,1548792,1549156
07_0935,train,حمايه محامي كلام صدق,المحامي يقول الصدق,242,1549156,1549398
07_0936,train,قط خوف ثعبان,القطه تخاف من الثعبان,390,1549398,1549788
07_0937,train,ملك سعوديه هو زياره الصين منطقه,الملك السعودي يزور الصين,484,1549788,1550272
07_0938,train,اب شراء زهره تقديم ام,ابي اشترى باقه زهور و قدمها لامي,369,1550272,1550641
07_0939,train,انا اخ حب لون اصفر,اخي يحب اللون الاصفر,353,1550641,1550994
07_0940,train,انا شرب ماء بارد,انا اشرب الماء البارد,372,1550994,1551366
07_0941,train,انا مشاهده طير جميل صباح,شاهدت طائر حلو في الصباح,360,1551366,1551726
07_0942,train,انا سعيد سبب زواج اخ بنت,انا سعيد بسبب زواج اختي,348,1551726,1552074
07_0943,train,ملابس اخ شماغ عقال,يلبس اخي غتره و عقال,343,1552074,1552417
07_0944,train,انا مشاهده فلافل حمص مشاهده لا_يوجد,لم اجد فلافل و حمص,378,1552417,1552795
07_0945,train,اب انا مستشار خبير لغه اشاره,ابي خبير لغه اشاره,373,1552795,1553168
07_0946,train,هو ولد هو كذب,هذا رجل كذاب,310,1553168,1553478
07_0947,train,الان انسحاب خلاص لغه دوره لغه اشاره,اليوم انهيت دوره بلغه الاشاره,407,1553478,1553885
07_0948,train,انا رغبه ذهاب شركه اتصالات,اريد الذهاب الى شركه الاتصالات,255,1553885,1554140
07_0949,train,زياره شخص اخر صباح,زارنا ضيف الصباح,329,1554140,1554469
07_0950,train,منزل امام مدرسه,بيتي امام المدرسه,313,1554469,1554782
07_0951,train,انا سعيد سبب ام وصول سفر صحه,نحن سعداء بعوده امي من السفر,543,1554782,1555325
07_0952,train,جد ولد حديقه زهره,جدي يزرع الشجر,341,1555325,1555666
07_0953,train,داخل مسجد ممنوع اكل شرب,داخل المسجد يمنع الاكل و الشرب,304,1555666,1555970
07_0954,train,شرطه هو مساعده اشخاص انسان,الشرطي يساعد الناس,430,1555970,1556400
07_0955,train,انا اخ بنت سعيد سبب عمل مع صم,اختي سعيده بالعمل مع الصم,436,1556400,1556836
07_0956,train,انا لقاء ساعه احد_عشر نصف كوفي,سنتقابل الساعه احد عشر و نصف في المقهى,521,1556836,1557357
07_0957,train,انا مشاهده رسم ماضي,شاهدت الرسام يرسم امس,422,1557357,1557779
07_0958,train,شجر كبير جبل سقوط,شجره كبيره من اعلى الجبل سقطت,406,1557779,1558185
07_0959,train,استفهام اسم صوت فيل,ما اسم صوت الفيل,303,1558185,1558488
07_0960,train,فرنسا مشاهده جميع انسان حب سوال بيتزا تقطيع,في فرنسا جميع الناس يحبون البيتزا,527,1558488,1559015
07_0961,train,مشاهده فيلم سينما عرض امتلاء,هذا الفيلم ممل,360,1559015,1559375
07_0962,train,د كلام لي ثلاث_ايام اعاده عوده,قال لي الطبيب راجعني بعد ثلاث ايام,440,1559375,1559815
07_0963,train,قبل دخول اخ وجوب دق_الباب,قبل دخولي لغرفه اخي اقرع جرس الباب,471,1559815,1560286
07_0964,train,ماشاءالله هو ذكي,ما شاء الله انت ذكي,273,1560286,1560559
07_0965,train,عمل بنك شخص هو معروف تعامل ابتسامه,موظف البنك يتميز بحسن التعامل والابتسامه,427,1560559,1560986
07_0966,train,كيفيه طبخ بيتزا تقطيع مهاره سوال,كيف تصنع البيتزا,477,1560986,1561463
07_0967,train,انا رغبه شراء محفظه مال,اريد شراء محفظه نقود,399,1561463,1561862
07_0968,train,هو كلب هو قبيح,هذا الكلب قبيح,263,1561862,1562125
07_0969,train,كيفيه وصول سياحه بقاله,كيف اصل الى السوبرماركت,455,1562125,1562580
07_0970,train,انا رغبه مترجم لغه اشاره,اريد مترجم لغه اشاره,425,1562580,1563005
07_0971,train,انا مع اسره ذهاب زهره,انا واسرتي ذهبنا الى الحديقه,348,1563005,1563353
07_0972,train,انا ذهاب صيدليه مع ام,ذهبت للصيدليه مع امي,352,1563353,1563705
07_0973,train,انا اب بيع منزل,ابي باع المنزل,251,1563705,1563956
07_0974,train,انا حب اخ ولد هو ابن طفل,احب ابن اخي الصغير,380,1563956,1564336
07_0975,train,انا حب اخ كبير,احب اختي الكبيره,301,1564336,1564637
07_0976,train,انا حب اكل مستشفى ضبط,احب الطعام الصحي,300,1564637,1564937
07_0977,train,انا ابن عمل شرطه,ابني يعمل في الشرطه,278,1564937,1565215
07_0978,train,انا كره هو صيف,اكره فصل الصيف,435,1565215,1565650
07_0979,train,هو استفهام رقم عمر سن اخ طفل بنت,كم عمر اختك الصغيره,354,1565650,1566004
07_0980,train,جد قدره جد بنت قراءه علم,جدتي تعرف القراءه,423,1566004,1566427
07_0981,train,انا غسل ملابس غسل صباح,غسلت ملابسي في الصباح,333,1566427,1566760
07_0982,train,انا اخ صبغ لون وردي,اخي يصبغ الحائط باللون الوردي,409,1566760,1567169
07_0983,train,معلم كيمياء تعليم ممتاز,درس الفيزياء ممتع,302,1567169,1567471
07_0984,train,استفهام معلم كلام سوال,ماذا قال لك المعلم,333,1567471,1567804
07_0985,train,شخص ولد هو ايس_كريم,الولد ياكل الايسكريم,363,1567804,1568167
07_0986,train,ولد هو ترفيه دراجه,الولد يلعب بالدراجه,364,1568167,1568531
07_0987,train,انا اب نداء اخ,ابي ينادي اخي,419,1568531,1568950
07_0988,train,انا ام لا_2 لغه اشاره,امي لا تعرف لغه الاشاره,362,1568950,1569312
07_0989,train,هو شخص هو طيب,انت شخص طيب,296,1569312,1569608
07_0990,train,استفهام سوال موقع شركه سوال,ماهو عنوان الشركه,355,1569608,1569963
07_0991,train,عم ولد شراء تقديم حاسب لاب_توب,عمي اشترى لي كمبيوتر,418,1569963,1570381
07_0992,train,انا اب حب سوال سمكه مع رز,ابي يحب السمك مع الرز,440,1570381,1570821
07_0993,train,اكل طاوله,الاكل على الطاوله,326,1570821,1571147
07_0994,train,زوج بنت هو كوي ملابس,زوجتي تقوم بكي الفستان,374,1571147,1571521
07_0995,train,استفهام هو مدرسه مكان اسم,ما اسم مدرستك,363,1571521,1571884
07_0996,train,وصول دراجه اختيار غدا,ستصل الدراجه الجديده غدا,340,1571884,1572224
07_0997,train,كل_يوم صباح قهوه كوفي شرب,يوميا في الصباح اشرب القهوه,369,1572224,1572593
07_0998,train,جد بنت حمى برد,جدتي مصابه بنزله برد,340,1572593,1572933
07_0999,train,تعليق ملابس خزانه تعليق كسر,خزانه ملابس مكسوره,364,1572933,1573297
07_1000,train,تقديم حديقه فلاح سله جزر انواع,اعطاني المزارع سله من الخضار,547,1573297,1573844
14_0501,train,كيفيه كيمياء تقطيع ذوبان ز ب د ه,كيف تصنع الزبده,440,1573844,1574284
14_0502,train,ولد طلب بيتزا تقطيع حار,يطلب الرجل بيتزا دافئه,365,1574284,1574649
14_0503,train,اخ رغبه طلب شاي مع بقره,يطلب الاخ الشاي الدافئ مع الحليب,464,1574649,1575113
14_0504,train,انا رغبه دراجه اختيار,احتاج الى دراجه جديده,236,1575113,1575349
14_0505,train,سوال هو يوجد دهن ذوبان ز ب د ه,هل عندك زبده,417,1575349,1575766
14_0506,train,تنبيه سوال طفل هو طريقه سينما عرض سوال,سالني الطفل عن الطريق الى السينما,421,1575766,1576187
14_0507,train,سوال ولد هو طريقه طريق مركز,يسالني الرجل عن الطريق الى المعهد,353,1576187,1576540
14_0508,train,عوده خدمه مساعده سوال يوم الاربعاء اكل لوحه,ياتي النادل الى المطعم يوم الاربعاء,427,1576540,1576967
14_0509,train,شخص مدرسه سياره يوم الجمعه,يقود الطالب السياره يوم الجمعه,412,1576967,1577379
14_0510,train,استفهام سوال مشاهده قدره حذاء مشي سوال,اين يمكنني ان اجد الحذاء,400,1577379,1577779
14_0511,train,مشي وصول الان سوال سياره,ياتي النادل الى هنا بالسياره,374,1577779,1578153
14_0512,train,انا اخ سامع معرفه لغه اشاره,اخي السامع يتعلم لغه الاشاره,350,1578153,1578503
14_0513,train,انا انتظار وصول بقره اصلي,سانتظر وصول الحليب الطازج,469,1578503,1578972
14_0514,train,اعطاء هذا مال رخيص لا,الهديه ليست رخيصه,270,1578972,1579242
14_0515,train,تساقط حبه ابيض يوم الاثنين,سوف تتساقط الثلوج بكثره يوم الاثنين,326,1579242,1579568
14_0516,train,الان اخ صغير مجامله عنايه طفل مولود,اليوم اختي الصغرى تعتني بالطفل,411,1579568,1579979
14_0517,train,انا قدره غسل خزانه تعليق كل_سنه ثلاث_سنوات,اقوم بتنظيف خزانه ملابسي كل ثلاث سنوات,519,1579979,1580498
14_0518,train,انا ايجار غسل كنس نفسي سبب خدمه مرض هو,انظف الشقه بنفسي لان عامله التنظيف مريضه,488,1580498,1580986
14_0519,train,استفهام هو رغبه هو عسل او سكب,هل تختار المربى ام العسل,459,1580986,1581445
14_0520,train,كل_يوم الاحد مستمر جد خياطه ملابس,كل يوم احد تقوم جدتي بكي قميصي,494,1581445,1581939
14_0521,train,انا خزانه تعليق جميل,لدي خزانه جميله,336,1581939,1582275
14_0522,train,انا منزل فيلا راحه مع سوال زهره,لدي منزل مريح مع حديقه,431,1582275,1582706
14_0523,train,الان صباح الان تعب مرض بطن الم,هذا الصباح كنت اعاني من الام شديده في المعده,390,1582706,1583096
14_0524,train,تفضل زياره ام وصول منزل سبب انا مرض برد,تزورني و الدتي لانني مصابه بنزله برد,483,1583096,1583579
14_0525,train,انا قدره خزانه تعليق الان الخميس,ساحصل على خزانه هذا الخميس,333,1583579,1583912
14_0526,train,ام هو اعطاء شوربه,اعطتني والدتي صحن شوربه,316,1583912,1584228
14_0527,train,اعطاء اخ خزانه تعليق ملابس,اعطاني اخي خزانه ملابس,348,1584228,1584576
14_0528,train,هو فلاح حوض هذا سوال هذا بيض,اعطاني المزارع سله من البيض,413,1584576,1584989
14_0529,train,هذا عطاء اب سوال طاوله تعليق خزانه,اعطاني والدي طاوله و خزانه,485,1584989,1585474
14_0530,train,انا حزين سبب اسره بعيد,انا حزين لانني افتقد عائلتي,322,1585474,1585796
14_0531,train,انا سعيد سبب جو اضاءه واضح شمس,انا سعيد بالطقس الجميل لانه مشمس و صافي,454,1585796,1586250
14_0532,train,الان اطفال مع اخذ ذهاب مدرسه انا,اليوم اخذ الاطفال الى المدرسه بنفسي,349,1586250,1586599
14_0533,train,ماضي عمل تعب صيف الان راحه سعيد,بالامس عملت كثير و اليوم انا استريح,414,1586599,1587013
14_0534,train,انا اخت بنت رغبه خياطه ملابس,اختي تريد خياطه البلوزه,335,1587013,1587348
14_0535,train,استفهام اسم هو كلب قصير اسم,ما اسم كلبك الصغير,327,1587348,1587675
14_0536,train,لا ماضي بطن الم لا_يوجد,لم يكن لدي الام في المعده امس,363,1587675,1588038
14_0537,train,انا سعيد سبب الحمدلله الان راس الم لا_يوجد,انا سعيد لانني لا اعاني من صداع اليوم,356,1588038,1588394
14_0538,train,الان مطر مشاهده مشكله سبب مظله لا_يوجد,انها تمطر و هذه مشكله الان لانني لا املك مظله,398,1588394,1588792
14_0539,train,انا رغبه لا تعليق خزانه تعليق رغبه لا,لا اريد شراء الخزانه,303,1588792,1589095
14_0540,train,وجوب هو الان نوم,عليك ان تنام الان,175,1589095,1589270
14_0541,train,استفهام هو رغبه بيض ملح تذوق حار مع,هل تريد بيض بالملح و الفلفل,385,1589270,1589655
14_0542,train,انا اب رغبه بيض مع تذوق حار لا,والدي يريد بيض بدون فلفل,364,1589655,1590019
14_0543,train,انا رغبه منزل صغير مع فتح هواء,اريد منزل صغير به شرفه,336,1590019,1590355
14_0544,train,وجوب الان استيقاظ خبز ساعه اربع ربع صباح كل_يوم,يجب ان يستيقظ الخباز في الساعه الرابعه و ربع صباح كل يوم,506,1590355,1590861
14_0545,train,الان اكل كل_يوم ممكن,نادرا اكل العطور في الصباح,255,1590861,1591116
14_0546,train,انا الان لقاء صديق قديم منقط قديم,قابلت صديقي في المتحف,315,1591116,1591431
14_0547,train,لا دخان مع عمل دخان لا,لا تدخن اثناء العمل,352,1591431,1591783
14_0548,train,الان يوم ولاده تاريخ سوال شهر ماضي,كان عيد ميلادي الشهر الماضي,295,1591783,1592078
14_0549,train,انا شراء تذكره اربع سبب دخول منقط قديم,ساشتري لك اربع تذاكر للمتحف,475,1592078,1592553
14_0550,train,رغبه بحث بنت زواج,ابحث عن فتاه للزواج,280,1592553,1592833
14_0551,train,انا اخ ابن طويل,ابن اخي طويل,278,1592833,1593111
14_0552,train,اخ خال بنت ابن مولود موت ماضي,ابن خالتي الرضيع توفي يوم امس,402,1593111,1593513
14_0553,train,انا ولد_عم انا كره مدرسه بعيد,ابن عمي يكره المدرسه,402,1593513,1593915
14_0554,train,انا ابن بنت دجاج شوي,ابنتي تشوي الدجاج,307,1593915,1594222
14_0555,train,انا ابن استيقاظ وقت قبل,ابني يستيقظ قبل الوقت,274,1594222,1594496
14_0556,train,اب تدريب مستمر صدقه دفع فقير دفع مستمر,ابي دائما يتصدق للفقراء,446,1594496,1594942
14_0557,train,انا اب اخبرني قول رغبه لون سوال,ابي قال لي يا خالد تحب اي لون ما هو,394,1594942,1595336
